Fiscal Year,Fiscal Period,Month,Information Date,Branch,Service,SSC Client,Metric Name,Value,Metric Type
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1188,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),591,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),843,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),1034,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),598,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),843,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1157,Non Cumulative
2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),867,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),1083,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),589,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12622,As at
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1169,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
